Unnamed: 0,Name,Hardiness,Climate Zones,Plant Type,Plant Family,Exposure,Season of Interest,Height,Spread,Water Needs,Soil Type,Soil pH,Soil Drainage,Characteristics,Tolerance,Garden Uses,Garden Styles,Min-Height(feet),Max-Height(feet),Min-Height(cm),Max-Height(cm),Min-Spread(feet),Max-Spread(feet),Min-Spread(cm),Max-Spread(cm)
1379,picea abies inversa norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","15'
– 20'
(4.5m
– 6m)","3'
– 4'
(90cm
– 120cm)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen","deer, rabbit",,,15,20,4.5m,6m,3,4,90,120
1380,picea abies little gem norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","10""
– 1'
(25cm
– 30cm)","1'
– 2'
(30cm
– 60cm)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen","deer, rabbit",,,"10""",1,25,30,1,2,30,60
1381,picea abies nidiformis norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2,  a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","3'
– 4'
(90cm
– 120cm)","6'
– 8'
(180cm
– 240cm)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen","deer, rabbit",,,3,4,90,120,6,8,180,240
1382,picea abies pumila norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",average,"clay, loam, sand",,moist but well-drained,"showy, evergreen","deer, rabbit",,,3,4,90,120,3,4,90,120
1383,picea abies pusch norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","1'
– 2'
(30cm
– 60cm)","2'
– 3'
(60cm
– 90cm)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen","deer, rabbit",,,1,2,30,60,2,3,60,90
1384,picea abies sherwoodii norway spruce,"3
– 8","1,  1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2, a3","conifers, shrubs, trees",picea - spruces,full sun,"spring (early,mid,late)","5'
– 15'
(150cm
– 4.5m)","8'
– 10'
(240cm
– 3m)",average,"clay, loam, sand",,moist but well-drained,"showy, evergreen","deer, rabbit",,,5,15,150,4.5m,8,10,240,3m
1385,picea abies tompa norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","2'
– 3'
(60cm
 – 90cm)","1'
– 2'
(30cm
– 60cm)",average,"clay, loam, sand",,moist but well-drained,"showy, evergreen","deer, rabbit",,,2,3,60,90,1,2,30,60
1386,picea abies wills zwerg norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","2'
– 10'
(60cm
– 3m)","1'
– 6'
(30cm
– 180cm)",average,"clay, loam, sand",,moist but well-drained,"showy, evergreen","deer, rabbit",,,2,10,60,3m,1,6,30,180
1387,picea abies witches brood norway spruce,"3
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,"clay, loam, sand",,moist but well-drained,"showy, evergreen","deer, rabbit",,,1,2,30,60,1,2,30,60
1388,picea glauca echiniformis white spruce,"2
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 14, 15, 16, 17, a1, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen",deer,,,1,2,30,60,1,2,30,60
1389,picea glauca var. albertiana alberta globe white spruce,"2
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 14, 15, 16, 17, a1, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen",deer,,,1,2,30,60,1,2,30,60
1390,picea glauca var. albertiana conica white spruce,"2
– 6","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 14, 15, 16, 17, a1, a2, a3","conifers, shrubs, trees",picea - spruces,full sun,"spring (early,mid,late)","3'
– 13'
(90cm
– 3.9m)","2'
– 10'
(60cm
– 3m)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen",deer,,,3,13,90,3.9m,2,10,60,3m
1391,picea glauca var. albertiana j.w. daisys white white spruce,"2
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 14, 15, 16, 17, a1, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","1'
– 2'
(30cm
– 60cm)","10""
– 1'
(25cm
– 30cm)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen",deer,,,1,2,30,60,"10""",1,25,30
1392,picea glauca var. albertiana sanders blue white spruce,"2
– 6","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 14, 15, 16, 17, a1, a2, a3","conifers, shrubs, trees",picea - spruces,full sun,"spring (early,mid,late)","5'
– 6'
(150cm
– 180cm)","2'
– 3'
(60cm
– 90cm)",average,"clay, loam, sand",,moist but well-drained,"showy, evergreen",deer,,,5,6,150,180,2,3,60,90
1393,picea pungens bialobok colorado spruce,"2
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, a2, a3","conifers, shrubs, trees",picea - spruces,full sun,"spring (early,mid,late)","4'
– 5'
(120cm
– 150cm)","2'
– 3'
(60cm
– 90cm)",average,"clay, loam, sand",,moist but well-drained,"showy, evergreen","deer, drought, rabbit, salt",,,4,5,120,150,2,3,60,90
1394,picea pungens globosa colorado spruce,"2
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","3'
– 5'
(90cm
– 150cm)","4'
– 6'
(120cm
– 180cm)",average,"clay, loam, sand",,moist but well-drained,"plant of merit, showy, evergreen","deer, drought, rabbit, salt",,,3,5,90,150,4,6,120,180
1395,picea pungens mrs. cesarini colorado spruce,"2
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",average,"clay, loam, sand",,moist but well-drained,"showy, evergreen","deer, drought, rabbit, salt",,,2,3,60,90,3,4,90,120
1396,picea pungens regal chub colorado spruce,"4
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","10""
– 1'
(25cm
– 30cm)","10""
– 1'
(25cm
– 30cm)",average,"clay, loam, sand",,moist but well-drained,"showy, evergreen","deer, drought, rabbit, salt",,,"10""",1,25,30,"10""",1,25,30
1397,picea pungens thuem colorado spruce,"2
– 8","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 14, 15, 16, 17, a2, a3","conifers, shrubs",picea - spruces,full sun,"spring (early,mid,late)","3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",average,"clay, loam, sand",,moist but well-drained,"showy, evergreen","deer, drought, rabbit, salt",,,3,4,90,120,3,4,90,120
1399,pieris brouwers beauty japanese andromeda,"5
– 8","1, 2, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17",shrubs,pieris,"full sun, partial sun","spring (early,mid)","5'
– 7'
(150cm
– 210cm)","5'
– 8'
(150cm
– 240cm)",average,"loam, sand",,"moist but well-drained, well-drained","plant of merit, showy, evergreen",deer,,,5,7,150,210,5,8,150,240
1400,pieris floribunda mountain andromeda,"5
– 8","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17",shrubs,pieris,"full sun, partial sun","spring (early,mid,late)","4'
– 6'
(120cm
– 180cm)","3'
– 4'
(90cm
– 120cm)",average,"loam, sand",,moist but well-drained,"fragrant, showy, evergreen",deer,,,4,6,120,180,3,4,90,120
1401,pieris japonica red head japanese andromeda,"5
– 8","2b, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17",shrubs,pieris,"full sun, partial sun","spring (early,mid)","6'
– 8'
(180cm
– 240cm)","6'
– 8'
(180cm
– 240cm)",average,"loam, sand",,"moist but well-drained, well-drained","showy, evergreen",deer,,,6,8,180,240,6,8,180,240
1402,pinus heldreichii compact gem bosnian pine,"6
– 8","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","conifers, shrubs, trees",pinus - pines,full sun,"spring (early,mid,late)","10'
– 12'
(3m
– 3.6m)","6'
– 8'
(180cm
– 240cm)",average,"chalk, clay, loam, sand",,well-drained,"plant of merit, showy, evergreen",deer,,,10,12,3m,3.6m,6,8,180,240
1403,pinus heldreichii smidtii bosnian pine,"6
– 8","2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","1'
– 2'
(30cm
– 60cm)","1'
– 2'
 (30cm
– 60cm)",average,"chalk, clay, loam, sand",,well-drained,"plant of merit, showy, evergreen",deer,,,1,2,30,60,1,2,30,60
1404,pinus mugo carstens dwarf mountain pine,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,"chalk, clay, loam, sand",,well-drained,"plant of merit, showy, evergreen, fruit & berries","deer, drought",,,1,2,30,60,1,2,30,60
1405,pinus mugo gnom dwarf mountain pine,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","1'
– 8'
(30cm
– 240cm)","2'
– 8'
(60cm
– 240cm)",average,"chalk, clay, loam, sand",,well-drained,"showy, evergreen, fruit & berries","deer, drought",,,1,8,30,240,2,8,60,240
1406,pinus mugo humpy dwarf mountain pine,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","2'
– 3'
(60cm
– 90cm)","4'
– 5'
(120cm
– 150cm)",average,"chalk, clay, loam, sand",,well-drained,"plant of merit, showy, evergreen, fruit & berries","deer, drought",,,2,3,60,90,4,5,120,150
1407,pinus mugo mops dwarf mountain pine,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",average,"chalk, clay, loam, sand",,well-drained,"plant of merit, showy, evergreen, fruit & berries","deer, drought",,,3,4,90,120,3,4,90,120
1408,pinus mugo ophir dwarf mountain pine,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, clay, loam, sand",,well-drained,"plant of merit, showy, evergreen, fruit & berries","deer, drought",,,2,3,60,90,2,3,60,90
1409,pinus mugo slowmound dwarf mountain pine,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","3'
– 4'
(90cm
– 120cm)","5'
– 6'
(150cm
– 180cm)",average,"chalk, clay, loam, sand",,well-drained,"showy, evergreen, fruit & berries","deer, drought, dry soil",,,3,4,90,120,5,6,150,180
1410,pinus mugo var. pumilio dwarf mountain pine,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, a1, a2, a3","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","3'
– 5'
(90cm
– 150cm)","6'
– 10'
(180cm
– 3m)",average,"chalk, clay, loam, sand",,well-drained,"showy, evergreen, fruit & berries","deer, drought, dry soil",,,3,5,90,150,6,10,180,3m
1411,pinus parviflora hagoromo seedling japanese white pine,"6
– 9","2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","8""
– 10""
(20cm
– 25cm)","1'
– 2'
(30cm
– 60cm)",average,"clay, loam, sand",,well-drained,"showy, evergreen, fruit & berries","deer, drought, salt",,,"8""","10""",20,25,1,2,30,60
1412,pinus parviflora miyajima japanese white pine,"6
– 9","2, 3, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","2'
– 3'
(60cm
– 90cm)","1'
– 2'
(30cm
– 60cm)",average,"clay, loam, sand",,well-drained,"showy, evergreen, fruit & berries","deer, drought, salt",,,2,3,60,90,1,2,30,60
1414,pinus strobus blue shag eastern white pine,"4
– 9","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","5'
– 6'
(150cm
– 180cm)","5'
– 6'
(150cm
– 180cm)",average,"loam, sand",,well-drained,"plant of merit, showy, evergreen, fruit & berries","deer,  rabbit, dry soil",,,5,6,150,180,5,6,150,180
1415,pinus strobus densa eastern white pine,"4
– 9","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","3'
– 4'
(90cm
– 120cm)","2'
– 3'
(60cm
– 90cm)",average,"loam, sand",,well-drained,"showy, evergreen, fruit & berries","deer, rabbit, dry soil",,,3,4,90,120,2,3,60,90
1416,pinus strobus nana eastern white pine,"4
– 9","1, 1a, 1b, 2, 2a,  2b, 3, 3a, 3b, 4, 5, 6","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","2'
– 7'
(60cm
– 210cm)","2'
– 10'
(60cm
– 3m)",average,"loam, sand",,well-drained,"showy, evergreen, fruit & berries","deer, rabbit, dry soil",,,2,7,60,210,2,10,60,3m
1417,pinus strobus tiny kurls eastern white pine,"4
– 9","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","3'
– 6'
(90cm
– 180cm)","4'
– 10'
(120cm
– 3m)",average,"loam, sand",,well-drained,"showy, evergreen, fruit & berries","deer, rabbit, dry soil",,,3,6,90,180,4,10,120,3m
1418,pinus sylvestris beuvronensis scotch pine,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 14, 15, 16, 17, 18, 19, 20, 21, a1, a2, a3","conifers, shrubs",pinus - pines,full sun,"spring (early,mid,late)","1'
– 4'
(30cm
– 120cm)","1'
– 4'
(30cm
– 120cm)",average,"chalk, clay, loam, sand",,well-drained,"plant of merit, showy, evergreen, fruit & berries",deer,,,1,4,30,120,1,4,30,120
1421,pittosporum tenuifolium elizabeth kohuhu,"9
– 10","9, 14, 15, 16, 17, 19, 20, 21, 22, 23, 24",shrubs,pittosporum - kohuhu,"full sun, partial sun","spring (early,mid,late)","6'
– 8'
(180cm
– 240cm)","5'
– 6'
(150cm
– 180cm)",average,"chalk, clay, loam, sand",,"moist but well-drained, well-drained","fragrant, showy, evergreen",drought,,,6,8,180,240,5,6,150,180
1428,pittosporum tobira nanum mock orange,"8
– 12","8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, h1, h2",shrubs,pittosporum - kohuhu,"full sun, partial sun","spring (early,mid,late)","1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)","low, average","chalk, loam, sand",,"moist but well-drained, well-drained","fragrant, showy, evergreen","drought, salt",,,1,2,30,60,1,2,30,60
1429,plumbago auriculata cape leadwort,"8
– 11","8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","climbers, shrubs",plumbago,"full sun, partial sun","spring (early,mid,late)","6'
– 10'
(180cm
– 3m)","8'
– 10'
(240cm
– 3m)",average,"chalk, loam, sand",,well-drained,"plant of merit, showy, evergreen","deer, drought",,,6,10,180,3m,8,10,240,3m
1430,plumbago auriculata f. alba white cape leadwort,"8
– 11","8, 9, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24",shrubs,plumbago,"full sun, partial sun","spring (early,mid,late)","4'
– 6'
(120cm
– 180cm)","6'
– 8'
(180cm
 – 240cm)",average,"chalk, loam, sand",,well-drained,"plant of merit, showy, evergreen","deer, drought",,,4,6,120,180,6,8,180,240
1431,plumbago scandens doctorbush,"9
– 11","12, 13, 21, 22, 23, 24, h1, h2",shrubs,plumbago,"full sun, partial sun","spring (early,mid,late)","3'
– 4'
(90cm
– 120cm)","3'
– 4'
(90cm
– 120cm)",low,"chalk, loam, sand",,well-drained,"showy, evergreen",drought,,,3,4,90,120,3,4,90,120
1432,plumeria rubra frangipani,"10
– 12","12, 13, 19, 21, 22, 23, 24, h1, h2","shrubs, trees",plumeria - frangipani,full sun,"spring (early,mid,late)","15'
– 25'
(4.5m
– 7.5m)","15'
– 25'
(4.5m
– 7.5m)","low,  average","loam, sand",,well-drained,"fragrant, plant of merit, showy","drought, salt",,,15,25,4.5m,7.5m,15,25,4.5m,7.5m
1437,potentilla fruticosa abbotswood shrubby cinquefoil,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, a1, a2, a3",shrubs,potentilla - cinquefoils,"full sun, partial sun",spring (late),"2'
 – 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy","deer, drought, rabbit, salt",,,2,3,60,90,2,3,60,90
1438,potentilla fruticosa daydawn shrubby cinquefoil,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, a1, a2, a3",shrubs,potentilla - cinquefoils,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, loam, sand",,"moist but well-drained, well-drained",showy,"deer, drought, rabbit, salt",,,2,3,60,90,2,3,60,90
1439,potentilla fruticosa goldfinger shrubby cinquefoil,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, a1, a2, a3",shrubs,potentilla - cinquefoils,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",average,"chalk, loam, sand",,"moist but well-drained, well-drained",showy,"deer, drought, rabbit, salt",,,2,3,60,90,3,4,90,120
1440,potentilla fruticosa pink beauty shrubby cinquefoil,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, a1, a2, a3",shrubs,potentilla - cinquefoils,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, loam, sand",,"moist but well-drained, well-drained","plant of merit, showy","deer, drought, rabbit, salt",,,2,3,60,90,2,3,60,90
1441,potentilla fruticosa red ace shrubby cinquefoil,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, a1, a2, a3",shrubs,potentilla - cinquefoils,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","3'
– 4'
(90cm
– 120cm)",average,"chalk, loam, sand",,"moist but well-drained, well-drained",showy,"deer, drought, rabbit, salt",,,2,3,60,90,3,4,90,120
1442,potentilla fruticosa shrubby cinquefoil,"3
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, a1, a2, a3",shrubs,potentilla - cinquefoils,"full sun, partial sun",spring (late),"2'
– 4'
(60cm
– 120cm)","3'
– 5'
(90cm
– 150cm)",average,"chalk, loam, sand",,"moist but well-drained, well-drained",showy,"deer, drought, rabbit, salt",,,2,4,60,120,3,5,90,150
1443,potentilla fruticosa happy face hearts shrubby cinquefoil,"2
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, a1, a2, a3",shrubs,potentilla - cinquefoils,"full sun, partial sun",spring (late),"1'
– 2'
(30cm
– 60cm)","1'
– 2'
(30cm
– 60cm)",average,"chalk, loam, sand",,"moist but well-drained, well-drained",showy,"deer, drought, rabbit, salt",,,1,2,30,60,1,2,30,60
1444,potentilla fruticosa happy face pink paradise shrubby cinquefoil,"2
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, a1, a2,  a3",shrubs,potentilla - cinquefoils,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, loam, sand",,"moist but well-drained, well-drained",showy,"deer, drought, rabbit, salt",,,2,3,60,90,2,3,60,90
1445,potentilla fruticosa happy face white shrubby cinquefoil,"2
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, a1, a2,  a3",shrubs,potentilla - cinquefoils,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, loam, sand",,"moist but well-drained, well-drained",showy,"deer, drought, rabbit, salt",,,2,3,60,90,2,3,60,90
1446,potentilla fruticosa happy face yellow shrubby cinquefoil,"2
– 7","1, 1a, 1b, 2, 2a, 2b, 3, 3a, 3b, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19, 20, 21, a1, a2, a3",shrubs,potentilla - cinquefoils,"full sun, partial sun",spring (late),"2'
– 3'
(60cm
– 90cm)","2'
– 3'
(60cm
– 90cm)",average,"chalk, loam, sand",,"moist but well-drained, well-drained",showy,"deer, drought, rabbit, salt",,,2,3,60,90,2,3,60,90
1453,prunus caroliniana carolina cherry laurel,"7
– 10","5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24","shrubs, trees",prunus - flowering trees,"full sun, partial sun","spring (early,mid,late)","20'
– 30'
(6m
– 9m)","15'
– 25'
(4.5m
– 7.5m)",average,"clay, loam, sand",,"moist but well-drained, well-drained","fragrant, showy, evergreen, fruit & berries","deer, drought",,,20,30,6m,9m,15,25,4.5m,7.5m
